NAME10,0,Green_Area,12,Open_urban,Low_intensity_Developed,Medium_high_intensity_Developed,Medium_high_intensity_Developed,Open_urban,Green_Area,Green_Area,Green_Area,Green_Area,Agriculture,Agriculture,Agriculture,Green_Area,Green_Area,Total_Green_Area,Total_Agriculture,Total_Open_Urban,Total_Low_Intensity_Developed,Total_Medium_High_Intensity_Developed,Total
Benson__NC,0,9,0,1531,1637,891,400,8,24,223,49,413,232,266,1340,241,12,971,1838,1539,1637,1291,7276
Wewoka__OK,0,0,0,1867,1533,279,200,0,204,0,0,0,339,8,0,0,0,204,347,1867,1533,479,4430
Seneca__SC,0,2648,0,24469,15095,5150,2316,635,27076,9630,549,791,5677,3629,0,216,0,40910,9306,25104,15095,7466,97881
Dickson__TN,0,203,0,10986,5881,3599,1948,28,17861,631,35,37,481,7488,457,0,0,18767,8426,11014,5881,5547,49635
San_Angelo__TX,0,2611,0,41647,31587,26346,13447,7,1481,681,0,14401,3640,479,414,434,0,19608,4533,41654,31587,39793,137175
Seminole__TX,0,0,0,1682,4051,1286,404,8,0,0,0,323,839,0,133,0,0,323,972,1690,4051,1690,8726
Mount_Pleasant__UT,0,0,0,1736,1781,451,27,12,0,0,0,1352,6,376,2,0,0,1352,384,1748,1781,478,5743
West_Bend__WI,0,1676,0,17078,26708,17153,4617,105,10626,122,140,533,642,8678,12558,8699,2960,24756,21878,17183,26708,21770,112295
Oconto_Falls__WI,0,50,0,973,1619,792,284,0,164,45,0,36,47,69,339,130,5,430,455,973,1619,1076,4553
Springville__NY,0,7,0,2310,1359,502,235,0,665,128,200,9,34,900,488,226,171,1406,1422,2310,1359,737,7234
Denver__Aurora__CO,0,37213,0,333890,644363,416723,146851,1504,3992,8240,77,55836,166025,15036,75321,45026,9884,160268,256382,335394,644363,563574,1959981
San_Jose__CA,0,5430,0,115992,193684,351619,93717,192,6,7256,16479,5386,27861,77,2424,976,2081,37614,30362,116184,193684,445336,823180
Beloit__WI__IL,0,2268,0,20848,34076,9473,4870,43,6978,64,39,841,1034,3122,15582,1709,501,12400,19738,20891,34076,14343,101448
Lake_City__FL,0,810,0,20701,13786,5379,2263,76,381,10643,2060,5119,2080,2599,360,6008,803,25824,5039,20777,13786,7642,73068
Round_Lake_Beach__McHenry__Grayslake__IL__WI,0,52408,0,88917,133725,43191,13035,964,43470,259,8827,1540,13174,18460,49589,15904,10105,132513,81223,89881,133725,56226,493568
Portland__OR__WA,0,31454,0,170744,484099,412171,158633,3889,16791,67986,35365,13425,13809,78138,28826,22137,10379,197537,120773,174633,484099,570804,1547846
Concord__NC,0,4888,0,156052,98144,31565,14016,1460,92761,30580,1808,4233,26181,52687,460,4786,262,139318,79328,157512,98144,45581,519883
Sandusky__OH,0,2743,0,13401,24460,12824,7695,5784,3732,269,0,0,752,350,13648,21,2994,9759,14750,19185,24460,20519,88673
Hermiston__OR,0,189,0,9126,12494,7969,614,0,49,16,0,8487,79,399,4521,133,151,9025,4999,9126,12494,8583,44227
Gadsden__AL,0,6487,0,51166,48022,15195,8625,531,23957,15123,10800,4482,3536,18185,4229,4268,526,65643,25950,51697,48022,23820,215132
Pocahontas__AR,0,17,0,1981,3338,584,276,1,1431,24,721,0,35,285,22,13,0,2206,342,1982,3338,860,8728
Live_Oak__Sutter_County___CA,0,48,0,1050,1329,1646,177,369,0,0,0,0,0,0,767,0,32,80,767,1419,1329,1823,5418
Moore_Haven__FL,0,114,0,1597,1767,467,124,0,0,0,0,23,396,495,457,431,388,956,1348,1597,1767,591,6259
Milledgeville__GA,0,3282,0,22475,12750,5122,1725,1239,19527,12593,3196,946,7685,6925,75,2195,117,41856,14685,23714,12750,6847,99852
Mascoutah__IL,0,0,0,1422,3297,1376,217,0,36,0,0,0,81,150,1593,130,84,250,1824,1422,3297,1593,8386
Sibley__IA,0,0,0,847,1147,785,198,0,5,0,0,0,40,0,96,0,4,9,136,847,1147,983,3122
Pocomoke_City__MD,0,151,0,1968,1741,712,218,0,167,274,123,283,13,95,957,763,13,1774,1065,1968,1741,930,7478
Hattiesburg__MS,0,5572,0,46801,33736,17485,8180,464,5190,26091,21213,15817,3397,12371,830,5222,156,79261,16598,47265,33736,25665,202525
Platte_City__MO,0,158,0,3284,4195,2271,442,0,2066,0,0,38,436,2698,1103,233,79,2574,4237,3284,4195,2713,17003
Winston_Salem__NC,0,5273,0,300432,136026,52677,22446,457,214385,38132,4668,7684,37803,108264,924,5829,192,276163,146991,300889,136026,75123,935192
Brevard__NC,0,0,0,13322,4440,2176,1015,0,7791,595,578,66,297,4108,182,65,0,9095,4587,13322,4440,3191,34635
Akron__NY,0,27,0,1335,1110,388,173,0,1330,45,71,102,204,1504,723,426,125,2126,2431,1335,1110,561,7563
Coos_Bay__OR,0,2382,0,6562,12199,8106,4301,3450,348,5960,3711,1714,1440,90,80,422,2234,16771,1610,10012,12199,12407,52999
Hanover__PA,0,141,0,22046,19621,11495,4500,3319,4210,81,157,2897,809,14388,19450,1188,160,8834,34647,25365,19621,15995,104462
Williamsport__PA,0,1969,0,19954,19735,9369,3985,107,6024,671,3611,210,57,8383,3356,611,787,13883,11796,20061,19735,13354,78829
Dell_Rapids__SD,0,18,0,1532,1207,620,150,0,5,0,0,0,1,279,458,0,7,30,738,1532,1207,770,4277
Tyler__TX,0,1142,0,35753,84430,40703,18985,144,24702,9020,8251,8888,831,16436,445,12588,88,64679,17712,35897,84430,59688,262406
Pulaski__VA,0,3,0,7560,8139,3541,2238,5,3792,391,426,34,54,8448,91,13,0,4659,8593,7565,8139,5779,34735
Ogden__Layton__UT,0,543,0,104725,180481,133578,49394,586,2511,2460,4,16812,786,80816,37578,12905,4279,39514,119180,105311,180481,182972,627458
Logan__WV,0,831,0,1432,3018,5118,787,240,10707,15,0,0,1164,321,438,12,0,11565,1923,1672,3018,5905,24083
Beckley__WV,0,147,0,34349,39202,22220,5781,408,42456,11433,607,1,3577,15592,111,19,43,54706,19280,34757,39202,28001,175946
Cheyenne__WY,0,362,0,14870,29097,21852,6298,358,324,98,0,187,26133,0,103,1186,597,2754,26236,15228,29097,28150,101465
Waterloo__WI,0,33,0,458,1379,458,209,0,91,0,18,0,27,490,705,102,26,270,1222,458,1379,667,3996
Nashville__IL,0,0,0,1240,1982,817,258,0,157,0,0,0,0,86,102,0,0,157,188,1240,1982,1075,4642
Tuscaloosa__AL,0,5228,0,64069,53080,29266,10688,262,36338,9193,20394,13040,1030,8637,2515,8261,206,92660,12182,64331,53080,39954,262207
Santa_Cruz__CA,0,559,0,49596,24728,27195,5015,423,0,33663,11853,6265,6538,73,1427,717,135,53192,8038,50019,24728,32210,168187
Evergreen__CO,0,178,0,2360,2511,743,132,0,257,23164,6,6917,2048,151,16,875,43,31440,2215,2360,2511,875,39401
New_Bedford__MA,0,14577,0,25777,25726,34861,16784,770,15728,7544,2858,471,5247,2616,820,16509,3103,60790,8683,26547,25726,51645,173391
Fort_Wayne__IN,0,6679,0,113622,148105,59787,28807,2901,38609,982,5,2157,1781,5083,81816,2963,3006,54401,88680,116523,148105,88594,496303
Binghamton__NY__PA,0,8851,0,39090,45306,25818,8287,1509,41992,4539,22527,1632,3586,8623,1745,5519,4323,89383,13954,40599,45306,34105,223347
Danville__VA__NC,0,968,0,28743,23106,9405,5151,82,30978,3431,1377,2246,5683,9790,138,45,0,39045,15611,28825,23106,14556,121143
Milwaukee__WI,0,48157,0,303254,452907,260304,103420,9495,131680,611,9058,7159,19261,62743,133826,67675,15298,279638,215830,312749,452907,363724,1624848
Pell_City__AL,0,5365,0,14058,5828,2995,1049,377,7832,3412,1641,1300,1820,2892,531,388,70,20008,5243,14435,5828,4044,49558
Pampa__TX,0,45,0,3705,12572,2350,1153,9,0,0,0,887,8685,0,2297,18,0,950,10982,3714,12572,3503,31721
Provo__Orem__UT,0,945,0,65934,117226,112444,37252,637,7737,9271,61,32235,8336,55147,29831,6814,2621,59684,93314,66571,117226,149696,486491
Coleman__TX,0,1,0,2383,2553,1066,427,0,30,14,0,553,170,0,0,0,0,598,170,2383,2553,1493,7197
Clifton__TX,0,104,0,1864,1663,693,329,6,51,13,0,0,866,203,431,93,0,261,1500,1870,1663,1022,6316
East_Quincy__CA,0,56,0,388,1316,856,432,5,0,178,0,465,1178,1226,0,0,213,912,2404,393,1316,1288,6313
Rochester__NY,0,18911,0,256400,175687,88435,36610,4637,87062,5128,41932,12756,6446,115939,40507,48000,13870,227659,162892,261037,175687,125045,952320
Leland__MS,0,210,0,2103,1370,562,193,0,0,0,0,0,0,9,825,223,0,433,834,2103,1370,755,5495
Middletown__OH,0,4303,0,34221,46028,21270,7399,762,16801,1110,19,266,195,14539,16613,11,248,22758,31347,34983,46028,28669,163785
Juneau__WI,0,0,0,432,1031,610,138,0,7,0,0,0,0,492,413,12,0,19,905,432,1031,748,3135
Cullman__AL,0,638,0,11552,15871,5964,3604,127,6654,2247,2238,2996,1156,10406,1321,193,10,14976,12883,11679,15871,9568,64977
Oklahoma_City__OK,0,24362,0,232914,257445,248545,118180,402,81072,1918,0,0,183331,7994,47960,26,0,107378,239285,233316,257445,366725,1204149
LaGrange__OH,0,84,0,2213,1785,535,82,0,398,0,0,0,76,1132,782,406,0,888,1990,2213,1785,617,7493
Stewartstown__PA,0,0,0,2561,1075,390,68,0,884,0,28,121,0,334,1658,51,9,1093,1992,2561,1075,458,7179
Anderson__SC,0,3532,0,60067,39325,13264,6224,969,42565,8332,685,1237,13372,24421,0,2536,68,58955,37793,61036,39325,19488,216597
Greeneville__TN,0,0,0,15225,14351,5624,2703,58,8802,219,168,74,676,27364,241,16,0,9279,28281,15283,14351,8327,75521
Austin__TX,0,13618,0,346046,268316,248516,102117,3545,69634,214193,1464,70658,123686,9939,18731,28512,22,398101,152356,349591,268316,350633,1518997
San_Marcos__TX,0,915,0,20296,8580,6448,3881,177,1574,5693,158,5286,7806,4796,9216,2190,0,15816,21818,20473,8580,10329,77016
Beaumont__TX,0,1927,0,50530,83537,34457,22739,497,683,4420,11776,2775,3443,14165,2801,31704,1609,54894,20409,51027,83537,57196,267063
College_Station__Bryan__TX,0,788,0,44662,45815,42344,11688,415,12742,1107,3268,12089,3545,20669,227,6191,411,36596,24441,45077,45815,54032,205961
Blacksburg__VA,0,562,0,26032,36217,19445,6254,36,25538,823,619,20,320,30016,1972,7,16,27585,32308,26068,36217,25699,147877
Eagle_Lake__TX,0,11,0,2576,1732,589,185,0,177,57,5,83,160,278,128,21,12,366,566,2576,1732,774,6014
Crockett__TX,0,0,0,2961,7048,1571,884,9,347,755,506,330,7,1817,0,114,0,2052,1824,2970,7048,2455,16349
Carlinville__IL,0,9,0,2208,3384,1252,590,0,431,0,0,0,0,117,255,0,0,440,372,2208,3384,1842,8246
Little_Falls__NY,0,378,0,2210,1346,1134,292,0,2316,88,1174,809,471,405,1024,75,0,4840,1900,2210,1346,1426,11722
Fayetteville__Springdale__Rogers__AR__MO,0,5177,0,106410,103804,56593,21492,1686,115446,1864,1558,139,3475,127392,662,1527,5,125716,131529,108096,103804,78085,547230
Bridgeport__Stamford__CT__NY,0,32076,0,315433,212541,156868,55035,3982,460330,24030,8864,9064,5432,21497,662,56046,15037,605447,27591,319415,212541,211903,1376897
Sebastian__Vero_Beach_South__Florida_Ridge__FL,0,25410,0,93684,75077,29027,5702,1770,219,4253,116,3224,2886,1419,4978,49375,9808,92405,9283,95454,75077,34729,306948
Sebring__Avon_Park__FL,0,8530,0,47919,31934,12468,3504,326,0,2627,79,3570,4015,2209,11572,11907,3365,30078,17796,48245,31934,15972,144025
Louisville_Jefferson_County__KY__IN,0,28419,0,301033,275497,151908,88481,4683,343504,16666,675,1045,9023,139883,33956,9925,1207,401441,182862,305716,275497,240389,1405905
Columbus__IN,0,1515,0,16551,19342,9944,3701,25,8138,244,5,0,969,3829,14739,30,31,9963,19537,16576,19342,13645,79063
Middlesborough__KY__TN__VA,0,80,0,9066,8915,3629,1258,81,4789,143,584,133,4838,1809,0,0,65,5794,6647,9147,8915,4887,35390
Traverse_City__MI,0,5589,0,22370,23377,14858,6973,1623,16743,3774,2342,1341,9506,3877,12784,5481,1117,36387,26167,23993,23377,21831,131755
Vineland__NJ,0,676,0,44707,29079,14573,6284,523,31340,1091,2511,7060,717,2786,21791,15554,346,58578,25294,45230,29079,20857,179038
North_Wilkesboro__Wilkesboro__NC,0,40,0,17104,8949,4134,1464,8,19208,2462,3548,1708,1930,13769,520,186,10,27162,16219,17112,8949,5598,75040
Shamokin__Mount_Carmel__PA,0,66,0,3418,4856,4466,2016,475,7550,164,63,0,2,319,113,0,0,7843,434,3893,4856,6482,23508
Hot_Springs__AR,0,11505,0,22651,29165,13976,5948,241,16133,14748,16988,1380,3452,3622,25,965,0,61719,7099,22892,29165,19924,140799
Watsonville__CA,0,748,0,14719,9989,12244,4329,35,0,1225,1756,1622,7451,189,11515,396,537,6284,19155,14754,9989,16573,66755
Silver_Lakes__CA,0,1060,0,1692,2061,1091,180,328,0,0,54,1108,0,0,0,0,0,2222,0,2020,2061,1271,7574
Fort_Collins__CO,0,15595,0,50444,95016,51908,12010,727,2642,738,64,1906,12468,20132,52407,6925,8778,36648,85007,51171,95016,63918,331760
Eaton__CO,0,0,0,449,1881,1080,283,0,16,0,0,0,124,0,529,0,0,16,653,449,1881,1363,4362
Milford__DE,0,1003,0,10450,6675,3373,1642,0,3074,43,456,758,241,3073,15937,4734,787,10855,19251,10450,6675,5015,52246
Geneseo__IL,0,0,0,2191,3316,1897,689,0,86,0,0,0,104,19,487,7,0,93,610,2191,3316,2586,8796
Des_Moines__IA,0,8908,0,132064,182786,93067,33046,889,30484,61,34,189,5630,24320,56438,10556,3718,53950,86388,132953,182786,126113,582190
North_Manchester__IN,0,5,0,2074,2644,718,246,0,363,0,0,26,457,0,1011,100,36,530,1468,2074,2644,964,7680
London__Corbin__KY,0,385,0,24919,37641,17837,7444,1494,18390,1183,3475,0,7515,25854,0,0,20,23453,33369,26413,37641,25281,146157
Vivian__LA,0,0,0,868,2782,410,216,0,54,208,266,136,16,199,0,38,0,702,215,868,2782,626,5193
Rochester__MN,0,2203,0,33409,35656,21796,8830,519,10307,254,0,0,8748,8804,11876,2960,626,16350,29428,33928,35656,30626,145988
Zumbrota__MN,0,0,0,1385,1936,618,221,0,85,0,0,0,358,318,257,236,7,328,933,1385,1936,839,5421
Ruleville__MS,0,0,0,1676,635,330,97,0,0,9,15,0,0,0,968,162,0,186,968,1676,635,427,3892
Farmington__MO,0,148,0,11090,20626,7907,2345,375,7928,701,3572,7,372,10174,172,157,0,12513,10718,11465,20626,10252,65574
Tularosa__NM,0,0,0,1322,1519,159,14,0,0,0,0,2185,4,0,250,0,0,2185,254,1322,1519,173,5453
Walton__NY,0,31,0,1114,994,377,245,0,788,29,59,1,50,105,48,185,19,1112,203,1114,994,622,4045
Washington__NC,0,1343,0,7963,6617,3641,1155,97,838,2433,411,3482,721,0,8525,8142,716,17365,9246,8060,6617,4796,46084
Hoosick_Falls__NY,0,49,0,959,722,995,204,0,865,60,74,166,174,280,0,105,0,1319,454,959,722,1199,4653
Roseburg__OR,0,971,0,10019,15052,11156,5421,224,607,1387,859,1320,1378,6099,492,1444,432,7020,7969,10243,15052,16577,56861
Lebanon__PA,0,1114,0,21587,26636,11671,6088,100,9282,235,46,16,37,26222,26541,225,290,11208,52800,21687,26636,17759,130090
Houtzdale__PA,0,0,0,1636,882,222,45,12,1310,93,21,0,0,305,0,0,0,1424,305,1648,882,267,4526
La_Follette__TN,0,520,0,16152,15893,6022,2187,327,7261,1222,2025,48,5251,8478,0,187,1,11264,13729,16479,15893,8209,65574
Jackson__TN,0,678,0,42734,26522,11818,6760,0,24305,1993,196,1866,504,4976,19270,5368,166,34572,24750,42734,26522,18578,147156
Abilene__TX,0,993,0,37863,41652,22737,13297,35,1262,2866,0,26131,5501,142,6089,11,0,31263,11732,37898,41652,36034,158579
West_Tawakoni__TX,0,3918,0,3358,10665,1792,393,22,4238,464,15,1457,225,6497,246,1481,669,12242,6968,3380,10665,2185,35440
Altavista__VA,0,108,0,3104,3291,1005,770,0,5286,220,116,87,143,1935,0,14,0,5831,2078,3104,3291,1775,16079
Barre__Montpelier__VT,0,138,0,7072,7699,5239,2385,1359,6345,4418,9427,1867,208,2844,2110,406,24,22625,5162,8431,7699,7624,51541
Yakima__WA,0,787,0,29722,38909,30503,7016,31,34,90,10,7672,2279,16590,36686,1121,1285,10999,55555,29753,38909,37519,172735
Caribou__ME,0,43,0,1226,1748,1574,776,0,509,41,308,89,132,369,233,69,8,1067,734,1226,1748,2350,7125
Los_Angeles__Long_Beach__Anaheim__CA,0,32436,0,642048,1105846,2055888,753077,11606,190,9811,23550,268016,120627,9849,13350,8178,8026,350207,143826,653654,1105846,2808965,5062498
Key_Largo__FL,0,2787,0,7794,8590,7629,1426,0,0,12,0,0,42,0,0,13071,1586,17456,42,7794,8590,9055,42937
Leominster__Fitchburg__MA,0,7458,0,23048,29829,32256,13644,1026,34256,19079,7351,2165,1627,7129,766,12894,981,84184,9522,24074,29829,45900,193509
Manhattan__KS,0,846,0,7838,22320,9426,3290,6,2563,102,13,0,2073,1738,7493,1582,417,5523,11304,7844,22320,12716,59707
Pittsfield__MA,0,5032,0,19301,15460,15540,4749,147,16499,1765,2157,1510,1067,6647,634,9965,1054,37982,8348,19448,15460,20289,101527
Villas__NJ,0,1871,0,18179,20411,14458,8567,2623,3666,470,1468,1135,1161,594,4298,15682,4392,28684,6053,20802,20411,23025,98975
Manchester__NH,0,4707,0,34392,44433,47652,16748,595,36873,35379,7608,2856,2160,5928,496,10655,2069,100147,8584,34987,44433,64400,252551
Washington__NJ,0,0,0,8131,4325,1263,360,88,9422,134,207,757,53,1482,3349,1686,133,12339,4884,8219,4325,1623,31390
Plattsburgh__NY,0,879,0,13761,15555,11067,4830,27,9352,5787,1218,1022,1442,1849,1678,6840,285,25383,4969,13788,15555,15897,75592
Albany__Schenectady__NY,0,14873,0,202152,162231,105663,46578,2449,154621,20585,26444,16353,1958,33766,22164,55405,3647,291928,57888,204601,162231,152241,868889
Kayenta__AZ,0,78,0,1700,1346,549,23,0,0,0,0,2461,1174,0,16,11,0,2550,1190,1700,1346,572,7358
Hot_Springs_Village__AR,0,4883,0,12973,3763,776,103,7,8049,8021,6577,0,68,0,0,225,0,27755,68,12980,3763,879,45445
Riverdale__CA,0,0,0,163,362,484,97,24,0,0,0,0,103,323,994,0,0,0,1420,187,362,581,2550
Four_Corners__FL,0,1980,0,12815,13613,13393,1532,1212,0,1475,43,4372,3514,8801,6927,27418,6699,41987,19242,14027,13613,14925,103794
Rome__GA,0,1604,0,37536,28230,10288,5029,132,12992,13361,12387,4084,2207,9681,842,714,102,45244,12730,37668,28230,15317,139189
Nampa__ID,0,321,0,72170,50824,12124,2511,0,0,5,0,372,3047,7225,51508,22,15,735,61780,72170,50824,14635,200144
Braidwood__Coal_City__Wilmington__IL,0,1715,0,9316,15197,4194,1244,5,3899,0,5,22,1800,126,7027,148,5,5794,8953,9321,15197,5438,44703
Watseka__IL,0,48,0,1212,3562,1282,494,11,54,0,0,0,20,13,434,80,0,182,467,1223,3562,1776,7210
Clarion__IA,0,0,0,462,1515,537,209,0,0,0,0,0,127,0,1277,0,0,0,1404,462,1515,746,4127
Jackson__MI,0,3250,0,35861,38704,17864,9753,239,21200,781,681,197,1081,8799,6203,24046,1802,51957,16083,36100,38704,27617,170461
Litchfield__MN,0,4,0,1873,3014,2261,937,0,5,0,0,0,0,210,1525,7,21,37,1735,1873,3014,3198,9857
Caruthersville__MO,0,0,0,2836,1559,868,222,0,0,0,0,0,10,0,2696,15,0,15,2706,2836,1559,1090,8206
Holloman_AFB__NM,0,0,0,478,1977,911,295,282,0,0,0,485,7,0,0,0,0,485,7,760,1977,1206,4435
Glens_Falls__NY,0,2737,0,27890,27867,11324,4787,181,13033,12905,3982,2538,372,2715,2810,8506,389,44090,5897,28071,27867,16111,122036
Pryor_Creek__OK,0,81,0,3622,3450,1419,851,0,1020,0,0,0,701,4700,0,0,0,1101,5401,3622,3450,2270,15844
Meadville__PA,0,706,0,10459,11536,4803,1357,0,14439,269,255,148,905,3545,2671,611,13,16441,7121,10459,11536,6160,51717
Mauldin__Simpsonville__SC,0,998,0,63693,50858,23120,8792,588,44000,8902,654,830,9249,26084,57,4203,36,59623,35390,64281,50858,31912,242064
Beaufort__Port_Royal__SC,0,14456,0,20252,10067,4432,1167,267,187,33298,1495,11190,1815,1760,1088,17131,28054,105811,4663,20519,10067,5599,146659
Knoxville__TN,0,14100,0,333566,273287,130771,45102,1187,183111,33958,32840,5057,22208,183794,4300,9286,142,278494,210302,334753,273287,175873,1272709
Osceola__IA,0,18,0,2028,2960,876,305,6,267,10,8,0,19,2648,397,8,0,311,3064,2034,2960,1181,9550
Covington__OH,0,34,0,504,1117,668,169,0,138,0,0,0,62,131,694,0,26,198,887,504,1117,837,3543
Weatherford__TX,0,403,0,21591,18360,7891,3988,50,7257,1097,0,272,23877,5870,933,872,0,9901,30680,21641,18360,11879,92461
Rio_Bravo__El_Cenizo__TX,45,91,0,717,2108,973,26,138,23,0,0,5553,1440,1440,818,254,31,5952,3698,855,2108,999,13657
Taft__TX,0,0,0,975,1386,1140,182,0,0,0,0,245,240,67,100,0,0,245,407,975,1386,1322,4335
